AltAGL,E1 RPM,IAS,LatAc,NormAc,Pitch,Roll
4.0,982.4,0.0,-0.02,0.01,1.97,0.68
3.0,976.9,0.0,-0.02,-0.02,1.91,0.71
3.0,974.4,0.0,-0.02,0.03,1.96,0.7
2.0,976.3,0.0,-0.01,0.0,1.92,0.7
1.0,973.1,0.0,-0.01,0.0,1.96,0.67
1.0,971.9,0.0,-0.01,-0.01,1.91,0.74
1.0,967.9,0.0,-0.01,-0.03,1.91,0.74
2.0,966.9,0.0,-0.02,-0.01,1.9,0.74
2.0,972.4,0.0,-0.02,0.0,1.91,0.71
3.0,976.2,0.0,-0.01,0.0,1.9,0.74
3.0,976.0,0.0,-0.01,0.01,1.96,0.7
3.0,975.8,0.0,-0.01,0.0,1.88,0.75
3.0,971.0,0.0,0.0,-0.01,1.9,0.74
2.0,974.3,0.0,-0.01,-0.01,1.91,0.74
2.0,973.7,0.0,-0.01,0.0,1.93,0.73
2.0,970.6,0.0,-0.02,0.0,1.92,0.7
2.0,975.7,0.0,-0.01,0.0,1.89,0.73
1.0,974.9,0.0,-0.01,-0.01,1.89,0.77
1.0,973.0,0.0,-0.02,-0.01,1.91,0.73
2.0,969.6,0.0,-0.01,0.0,1.93,0.73
2.0,969.0,0.0,-0.01,-0.01,1.83,0.76
2.0,973.3,0.0,0.0,-0.03,1.85,0.77
2.0,975.8,0.0,-0.02,-0.01,1.87,0.76
2.0,973.5,0.0,-0.01,0.0,1.89,0.8
2.0,972.0,0.0,-0.01,-0.01,1.85,0.75
1.0,973.0,0.0,-0.01,0.02,1.88,0.75
1.0,973.2,0.0,-0.01,0.01,1.88,0.77
1.0,971.5,0.0,-0.02,-0.02,1.86,0.75
1.0,969.7,0.0,-0.02,-0.01,1.87,0.8
1.0,965.9,0.0,-0.01,0.0,1.88,0.77
1.0,965.9,0.0,0.0,-0.01,1.9,0.76
1.0,970.3,0.0,-0.01,-0.01,1.89,0.75
1.0,977.2,0.0,-0.01,0.0,1.88,0.73
1.0,973.4,0.0,-0.01,0.03,1.94,0.7
1.0,968.9,0.0,-0.01,0.01,1.96,0.69
1.0,971.7,0.0,-0.01,0.02,1.91,0.75
1.0,976.6,0.0,-0.02,0.0,1.88,0.73
1.0,973.4,0.0,-0.01,0.0,1.92,0.68
0.0,969.4,0.0,0.0,0.01,1.9,0.76
0.0,970.7,0.0,-0.01,-0.03,1.89,0.67
0.0,973.7,0.0,-0.02,0.0,1.89,0.71
0.0,973.7,0.0,-0.01,0.01,1.89,0.71
